timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1764643464961,8433,searchFlight,200,OK,Thread Group 1-73,text,true,,285,289,100,100,http://localhost:6060/flight/search,8425,0,0
1764643464632,8762,searchFlight,200,OK,Thread Group 1-23,text,true,,285,289,100,100,http://localhost:6060/flight/search,8754,0,135
1764643464632,8777,searchFlight,200,OK,Thread Group 1-36,text,true,,285,289,100,100,http://localhost:6060/flight/search,8603,0,128
1764643464736,8673,searchFlight,200,OK,Thread Group 1-44,text,true,,285,289,100,100,http://localhost:6060/flight/search,8666,0,24
1764643464803,8609,searchFlight,200,OK,Thread Group 1-54,text,true,,285,289,100,100,http://localhost:6060/flight/search,8607,0,6
1764643464858,8557,searchFlight,200,OK,Thread Group 1-63,text,true,,285,289,100,100,http://localhost:6060/flight/search,8557,0,1
1764643465018,8397,searchFlight,200,OK,Thread Group 1-79,text,true,,285,289,100,100,http://localhost:6060/flight/search,8397,0,1
1764643464633,8847,searchFlight,200,OK,Thread Group 1-1,text,true,,285,289,100,100,http://localhost:6060/flight/search,8829,0,136
1764643464674,8831,searchFlight,200,OK,Thread Group 1-42,text,true,,285,289,100,100,http://localhost:6060/flight/search,8819,0,98
1764643464740,8788,searchFlight,200,OK,Thread Group 1-46,text,true,,285,289,100,100,http://localhost:6060/flight/search,8780,0,31
1764643464636,8898,searchFlight,200,OK,Thread Group 1-22,text,true,,285,289,100,100,http://localhost:6060/flight/search,8894,0,132
1764643464950,8586,searchFlight,200,OK,Thread Group 1-72,text,true,,285,289,100,100,http://localhost:6060/flight/search,8586,0,1
1764643464632,8904,searchFlight,200,OK,Thread Group 1-25,text,true,,285,289,100,100,http://localhost:6060/flight/search,8903,0,136
1764643464898,8639,searchFlight,200,OK,Thread Group 1-67,text,true,,285,289,100,100,http://localhost:6060/flight/search,8638,0,1
1764643464869,8666,searchFlight,200,OK,Thread Group 1-64,text,true,,285,289,100,100,http://localhost:6060/flight/search,8666,0,0
1764643465029,8509,searchFlight,200,OK,Thread Group 1-80,text,true,,285,289,100,100,http://localhost:6060/flight/search,8507,0,1
1764643464819,8716,searchFlight,200,OK,Thread Group 1-59,text,true,,285,289,100,100,http://localhost:6060/flight/search,8716,0,0
1764643464736,8811,searchFlight,200,OK,Thread Group 1-49,text,true,,285,289,100,100,http://localhost:6060/flight/search,8531,0,24
1764643464639,8909,searchFlight,200,OK,Thread Group 1-30,text,true,,285,289,100,100,http://localhost:6060/flight/search,8905,0,127
1764643464819,8746,searchFlight,200,OK,Thread Group 1-57,text,true,,285,289,100,100,http://localhost:6060/flight/search,8730,0,0
1764643464886,8687,searchFlight,200,OK,Thread Group 1-66,text,true,,285,289,100,100,http://localhost:6060/flight/search,8681,0,0
1764643464639,8935,searchFlight,200,OK,Thread Group 1-19,text,true,,285,289,100,100,http://localhost:6060/flight/search,8934,0,132
1764643464968,8614,searchFlight,200,OK,Thread Group 1-74,text,true,,285,289,100,100,http://localhost:6060/flight/search,8610,0,1
1764643464980,8751,searchFlight,200,OK,Thread Group 1-75,text,true,,285,289,100,100,http://localhost:6060/flight/search,8742,0,1
1764643465058,8693,searchFlight,200,OK,Thread Group 1-83,text,true,,285,289,100,100,http://localhost:6060/flight/search,8684,0,0
1764643465141,8613,searchFlight,200,OK,Thread Group 1-91,text,true,,285,289,100,100,http://localhost:6060/flight/search,8611,0,0
1764643465217,8538,searchFlight,200,OK,Thread Group 1-99,text,true,,285,289,100,100,http://localhost:6060/flight/search,8538,0,1
1764643464996,8764,searchFlight,200,OK,Thread Group 1-77,text,true,,285,289,100,100,http://localhost:6060/flight/search,8763,0,0
1764643464840,8921,searchFlight,200,OK,Thread Group 1-61,text,true,,285,289,100,100,http://localhost:6060/flight/search,8919,0,1
1764643464803,8959,searchFlight,200,OK,Thread Group 1-53,text,true,,285,289,100,100,http://localhost:6060/flight/search,8954,0,6
1764643464918,8844,searchFlight,200,OK,Thread Group 1-69,text,true,,285,289,100,100,http://localhost:6060/flight/search,8841,0,1
1764643465018,8755,searchFlight,200,OK,Thread Group 1-78,text,true,,285,289,100,100,http://localhost:6060/flight/search,8753,0,1
1764643465079,8705,searchFlight,200,OK,Thread Group 1-85,text,true,,285,289,100,100,http://localhost:6060/flight/search,8695,0,3
1764643464923,8867,searchFlight,200,OK,Thread Group 1-70,text,true,,285,289,100,100,http://localhost:6060/flight/search,8858,0,1
1764643465188,8608,searchFlight,200,OK,Thread Group 1-96,text,true,,285,289,100,100,http://localhost:6060/flight/search,8592,0,0
1764643464803,8996,searchFlight,200,OK,Thread Group 1-55,text,true,,285,289,100,100,http://localhost:6060/flight/search,8993,0,6
1764643465106,8699,searchFlight,200,OK,Thread Group 1-88,text,true,,285,289,100,100,http://localhost:6060/flight/search,8695,0,1
1764643464853,8972,searchFlight,200,OK,Thread Group 1-62,text,true,,285,289,100,100,http://localhost:6060/flight/search,8972,0,1
1764643464984,8845,searchFlight,200,OK,Thread Group 1-76,text,true,,285,289,100,100,http://localhost:6060/flight/search,8842,0,1
1764643465066,8764,searchFlight,200,OK,Thread Group 1-84,text,true,,285,289,100,100,http://localhost:6060/flight/search,8764,0,0
1764643464941,8892,searchFlight,200,OK,Thread Group 1-71,text,true,,285,289,100,100,http://localhost:6060/flight/search,8892,0,1
1764643465091,8742,searchFlight,200,OK,Thread Group 1-86,text,true,,285,289,100,100,http://localhost:6060/flight/search,8742,0,2
1764643465100,8734,searchFlight,200,OK,Thread Group 1-87,text,true,,285,289,100,100,http://localhost:6060/flight/search,8734,0,1
1764643465182,8673,searchFlight,200,OK,Thread Group 1-95,text,true,,285,289,100,100,http://localhost:6060/flight/search,8661,0,0
1764643465036,8877,searchFlight,200,OK,Thread Group 1-81,text,true,,285,289,100,100,http://localhost:6060/flight/search,8876,0,1
1764643465130,8791,searchFlight,200,OK,Thread Group 1-90,text,true,,285,289,100,100,http://localhost:6060/flight/search,8785,0,0
1764643465115,8810,searchFlight,200,OK,Thread Group 1-89,text,true,,285,289,100,100,http://localhost:6060/flight/search,8809,0,0
1764643465203,8722,searchFlight,200,OK,Thread Group 1-98,text,true,,285,289,100,100,http://localhost:6060/flight/search,8720,0,1
1764643465201,8726,searchFlight,200,OK,Thread Group 1-97,text,true,,285,289,100,100,http://localhost:6060/flight/search,8724,0,1
1764643465049,8881,searchFlight,200,OK,Thread Group 1-82,text,true,,285,289,100,100,http://localhost:6060/flight/search,8877,0,0
1764643464749,9202,searchFlight,200,OK,Thread Group 1-52,text,true,,285,289,100,100,http://localhost:6060/flight/search,8845,0,16
1764643465146,8825,searchFlight,200,OK,Thread Group 1-92,text,true,,285,289,100,100,http://localhost:6060/flight/search,8822,0,1
1764643465228,8757,searchFlight,200,OK,Thread Group 1-100,text,true,,285,289,100,100,http://localhost:6060/flight/search,8755,0,1
1764643473300,686,getFlightById,200,OK,Thread Group 1-14,text,true,,260,148,100,100,http://localhost:6060/flight/692d9091d708551bd5d85e75,686,0,0
1764643473314,674,getFlightById,200,OK,Thread Group 1-60,text,true,,260,148,100,100,http://localhost:6060/flight/692d9091d708551bd5d85e75,674,0,0
1764643473415,590,getFlightById,200,OK,Thread Group 1-79,text,true,,260,148,100,100,http://localhost:6060/flight/692d9091d708551bd5d85e75,589,0,0
1764643473244,761,getFlightById,200,OK,Thread Group 1-37,text,true,,260,148,100,100,http://localhost:6060/flight/692d9091d708551bd5d85e75,761,0,0
1764643473071,935,getFlightById,200,OK,Thread Group 1-40,text,true,,260,148,100,100,http://localhost:6060/flight/692d9091d708551bd5d85e75,935,0,0
1764643473265,742,getFlightById,200,OK,Thread Group 1-34,text,true,,260,148,100,100,http://localhost:6060/flight/692d9091d708551bd5d85e75,742,0,0
1764643465170,8838,searchFlight,200,OK,Thread Group 1-94,text,true,,285,289,100,100,http://localhost:6060/flight/search,8838,0,1
1764643473178,830,getFlightById,200,OK,Thread Group 1-38,text,true,,260,148,100,100,http://localhost:6060/flight/692d9091d708551bd5d85e75,830,0,0
1764643473021,1001,getFlightById,200,OK,Thread Group 1-45,text,true,,260,148,100,100,http://localhost:6060/flight/692d9091d708551bd5d85e75,1000,0,0
1764643473384,650,getFlightById,200,OK,Thread Group 1-65,text,true,,260,148,100,100,http://localhost:6060/flight/692d9091d708551bd5d85e75,649,0,0
1764643465158,8903,searchFlight,200,OK,Thread Group 1-93,text,true,,285,289,100,100,http://localhost:6060/flight/search,8897,0,0
1764643473021,1047,getFlightById,200,OK,Thread Group 1-39,text,true,,260,148,100,100,http://localhost:6060/flight/692d9091d708551bd5d85e75,1046,0,0
1764643473258,811,getFlightById,200,OK,Thread Group 1-11,text,true,,260,148,100,100,http://localhost:6060/flight/692d9091d708551bd5d85e75,811,0,0
1764643473042,1028,getFlightById,200,OK,Thread Group 1-6,text,true,,260,148,100,100,http://localhost:6060/flight/692d9091d708551bd5d85e75,1028,0,0
1764643473236,836,getFlightById,200,OK,Thread Group 1-16,text,true,,260,148,100,100,http://localhost:6060/flight/692d9091d708551bd5d85e75,836,0,0
1764643473282,796,getFlightById,200,OK,Thread Group 1-43,text,true,,260,148,100,100,http://localhost:6060/flight/692d9091d708551bd5d85e75,796,0,0
1764643473258,820,getFlightById,200,OK,Thread Group 1-28,text,true,,260,148,100,100,http://localhost:6060/flight/692d9091d708551bd5d85e75,820,0,0
1764643473270,809,getFlightById,200,OK,Thread Group 1-24,text,true,,260,148,100,100,http://localhost:6060/flight/692d9091d708551bd5d85e75,809,0,0
1764643473025,1055,getFlightById,200,OK,Thread Group 1-21,text,true,,260,148,100,100,http://localhost:6060/flight/692d9091d708551bd5d85e75,1055,0,0
1764643473225,856,getFlightById,200,OK,Thread Group 1-33,text,true,,260,148,100,100,http://localhost:6060/flight/692d9091d708551bd5d85e75,856,0,0
1764643473393,689,getFlightById,200,OK,Thread Group 1-73,text,true,,260,148,100,100,http://localhost:6060/flight/692d9091d708551bd5d85e75,688,0,0
1764643473178,904,getFlightById,200,OK,Thread Group 1-7,text,true,,260,148,100,100,http://localhost:6060/flight/692d9091d708551bd5d85e75,904,0,0
1764643473300,787,getFlightById,200,OK,Thread Group 1-5,text,true,,260,148,100,100,http://localhost:6060/flight/692d9091d708551bd5d85e75,787,0,0
1764643473332,766,getFlightById,200,OK,Thread Group 1-51,text,true,,260,148,100,100,http://localhost:6060/flight/692d9091d708551bd5d85e75,766,0,0
1764643473332,772,getFlightById,200,OK,Thread Group 1-8,text,true,,260,148,100,100,http://localhost:6060/flight/692d9091d708551bd5d85e75,772,0,0
1764643473133,971,getFlightById,200,OK,Thread Group 1-13,text,true,,260,148,100,100,http://localhost:6060/flight/692d9091d708551bd5d85e75,971,0,0
1764643473033,1071,getFlightById,200,OK,Thread Group 1-9,text,true,,260,148,100,100,http://localhost:6060/flight/692d9091d708551bd5d85e75,1071,0,0
1764643473393,711,getFlightById,200,OK,Thread Group 1-23,text,true,,260,148,100,100,http://localhost:6060/flight/692d9091d708551bd5d85e75,711,0,0
1764643473794,319,getFlightById,200,OK,Thread Group 1-70,text,true,,260,148,100,100,http://localhost:6060/flight/692d9091d708551bd5d85e75,319,0,0
1764643473313,938,getFlightById,200,OK,Thread Group 1-20,text,true,,260,148,100,100,http://localhost:6060/flight/692d9091d708551bd5d85e75,938,0,0
1764643473543,911,getFlightById,200,OK,Thread Group 1-80,text,true,,260,148,100,100,http://localhost:6060/flight/692d9091d708551bd5d85e75,910,0,0
1764643473174,1280,getFlightById,200,OK,Thread Group 1-2,text,true,,260,148,100,100,http://localhost:6060/flight/692d9091d708551bd5d85e75,1279,0,0
1764643473414,1044,getFlightById,200,OK,Thread Group 1-63,text,true,,260,148,100,100,http://localhost:6060/flight/692d9091d708551bd5d85e75,1044,0,0
1764643473825,636,getFlightById,200,OK,Thread Group 1-62,text,true,,260,148,100,100,http://localhost:6060/flight/692d9091d708551bd5d85e75,636,0,0
1764643473409,1055,getFlightById,200,OK,Thread Group 1-36,text,true,,260,148,100,100,http://localhost:6060/flight/692d9091d708551bd5d85e75,1055,0,0
1764643473271,1202,getFlightById,200,OK,Thread Group 1-56,text,true,,260,148,100,100,http://localhost:6060/flight/692d9091d708551bd5d85e75,1202,0,0
1764643473374,1101,getFlightById,200,OK,Thread Group 1-58,text,true,,260,148,100,100,http://localhost:6060/flight/692d9091d708551bd5d85e75,1101,0,0
1764643473761,714,getFlightById,200,OK,Thread Group 1-53,text,true,,260,148,100,100,http://localhost:6060/flight/692d9091d708551bd5d85e75,714,0,0
1764643473543,932,getFlightById,200,OK,Thread Group 1-59,text,true,,260,148,100,100,http://localhost:6060/flight/692d9091d708551bd5d85e75,932,0,0
1764643473573,905,getFlightById,200,OK,Thread Group 1-66,text,true,,260,148,100,100,http://localhost:6060/flight/692d9091d708551bd5d85e75,905,0,0
1764643473751,729,getFlightById,200,OK,Thread Group 1-83,text,true,,260,148,100,100,http://localhost:6060/flight/692d9091d708551bd5d85e75,729,0,0
1764643473805,675,getFlightById,200,OK,Thread Group 1-88,text,true,,260,148,100,100,http://localhost:6060/flight/692d9091d708551bd5d85e75,675,0,0
1764643473761,720,getFlightById,200,OK,Thread Group 1-77,text,true,,260,148,100,100,http://localhost:6060/flight/692d9091d708551bd5d85e75,720,0,0
1764643473260,1224,getFlightById,200,OK,Thread Group 1-29,text,true,,260,148,100,100,http://localhost:6060/flight/692d9091d708551bd5d85e75,1223,0,0
1764643473927,558,getFlightById,200,OK,Thread Group 1-89,text,true,,260,148,100,100,http://localhost:6060/flight/692d9091d708551bd5d85e75,558,0,0
1764643473296,1217,getFlightById,200,OK,Thread Group 1-50,text,true,,260,148,100,100,http://localhost:6060/flight/692d9091d708551bd5d85e75,1217,0,0
1764643473296,1234,getFlightById,200,OK,Thread Group 1-26,text,true,,260,148,100,100,http://localhost:6060/flight/692d9091d708551bd5d85e75,1234,0,0
1764643473973,560,getFlightById,200,OK,Thread Group 1-92,text,true,,260,148,100,100,http://localhost:6060/flight/692d9091d708551bd5d85e75,560,0,0
1764643473830,706,getFlightById,200,OK,Thread Group 1-84,text,true,,260,148,100,100,http://localhost:6060/flight/692d9091d708551bd5d85e75,706,0,0
1764643473324,1212,getFlightById,200,OK,Thread Group 1-68,text,true,,260,148,100,100,http://localhost:6060/flight/692d9091d708551bd5d85e75,1212,0,0
1764643473573,984,getFlightById,200,OK,Thread Group 1-19,text,true,,260,148,100,100,http://localhost:6060/flight/692d9091d708551bd5d85e75,984,0,0
1764643473352,1207,getFlightById,200,OK,Thread Group 1-31,text,true,,260,148,100,100,http://localhost:6060/flight/692d9091d708551bd5d85e75,1207,0,0
1764643473543,1021,getFlightById,200,OK,Thread Group 1-22,text,true,,260,148,100,100,http://localhost:6060/flight/692d9091d708551bd5d85e75,1021,0,0
1764643473507,1059,getFlightById,200,OK,Thread Group 1-42,text,true,,260,148,100,100,http://localhost:6060/flight/692d9091d708551bd5d85e75,1059,0,0
1764643473277,1295,getFlightById,200,OK,Thread Group 1-10,text,true,,260,148,100,100,http://localhost:6060/flight/692d9091d708551bd5d85e75,1295,0,0
1764643473754,818,getFlightById,200,OK,Thread Group 1-99,text,true,,260,148,100,100,http://localhost:6060/flight/692d9091d708551bd5d85e75,818,0,0
1764643473411,1161,getFlightById,200,OK,Thread Group 1-54,text,true,,260,148,100,100,http://localhost:6060/flight/692d9091d708551bd5d85e75,1161,0,0
1764643473570,1002,getFlightById,200,OK,Thread Group 1-57,text,true,,260,148,100,100,http://localhost:6060/flight/692d9091d708551bd5d85e75,1002,0,0
1764643473552,1020,getFlightById,200,OK,Thread Group 1-30,text,true,,260,148,100,100,http://localhost:6060/flight/692d9091d708551bd5d85e75,1020,0,0
1764643473543,1053,getFlightById,200,OK,Thread Group 1-64,text,true,,260,148,100,100,http://localhost:6060/flight/692d9091d708551bd5d85e75,1053,0,0
1764643473933,664,getFlightById,200,OK,Thread Group 1-82,text,true,,260,148,100,100,http://localhost:6060/flight/692d9091d708551bd5d85e75,664,0,0
1764643473799,800,getFlightById,200,OK,Thread Group 1-55,text,true,,260,148,100,100,http://localhost:6060/flight/692d9091d708551bd5d85e75,800,0,0
1764643473272,1328,getFlightById,200,OK,Thread Group 1-32,text,true,,260,148,100,100,http://localhost:6060/flight/692d9091d708551bd5d85e75,1328,0,0
1764643473552,1052,getFlightById,200,OK,Thread Group 1-49,text,true,,260,148,100,100,http://localhost:6060/flight/692d9091d708551bd5d85e75,1052,0,0
1764643473736,869,getFlightById,200,OK,Thread Group 1-75,text,true,,260,148,100,100,http://localhost:6060/flight/692d9091d708551bd5d85e75,869,0,0
1764643473131,1474,getFlightById,200,OK,Thread Group 1-4,text,true,,260,148,100,100,http://localhost:6060/flight/692d9091d708551bd5d85e75,1474,0,0
1764643473951,655,getFlightById,200,OK,Thread Group 1-52,text,true,,260,148,100,100,http://localhost:6060/flight/692d9091d708551bd5d85e75,655,0,0
1764643474009,599,getFlightById,200,OK,Thread Group 1-94,text,true,,260,148,100,100,http://localhost:6060/flight/692d9091d708551bd5d85e75,599,0,0
1764643473528,1082,getFlightById,200,OK,Thread Group 1-46,text,true,,260,148,100,100,http://localhost:6060/flight/692d9091d708551bd5d85e75,1082,0,0
1764643473189,1421,getFlightById,200,OK,Thread Group 1-41,text,true,,260,148,100,100,http://localhost:6060/flight/692d9091d708551bd5d85e75,1421,0,0
1764643473543,1122,getFlightById,200,OK,Thread Group 1-67,text,true,,260,148,100,100,http://localhost:6060/flight/692d9091d708551bd5d85e75,1122,0,0
1764643473761,915,getFlightById,200,OK,Thread Group 1-69,text,true,,260,148,100,100,http://localhost:6060/flight/692d9091d708551bd5d85e75,915,0,0
1764643473760,919,getFlightById,200,OK,Thread Group 1-61,text,true,,260,148,100,100,http://localhost:6060/flight/692d9091d708551bd5d85e75,919,0,0
1764643473784,897,getFlightById,200,OK,Thread Group 1-85,text,true,,260,148,100,100,http://localhost:6060/flight/692d9091d708551bd5d85e75,897,0,0
1764643474068,614,getAllFlight,200,OK,Thread Group 1-39,text,true,,1071,127,100,100,http://localhost:6060/flight/all,538,0,0
1764643474082,665,getAllFlight,200,OK,Thread Group 1-33,text,true,,1071,127,100,100,http://localhost:6060/flight/all,638,0,0
1764643474036,737,getAllFlight,200,OK,Thread Group 1-65,text,true,,1071,127,100,100,http://localhost:6060/flight/all,579,0,0
1764643473238,1537,getFlightById,200,OK,Thread Group 1-48,text,true,,260,148,100,100,http://localhost:6060/flight/692d9091d708551bd5d85e75,1537,0,0
1764643473354,1421,getFlightById,200,OK,Thread Group 1-17,text,true,,260,148,100,100,http://localhost:6060/flight/692d9091d708551bd5d85e75,1421,0,0
1764643473913,862,getFlightById,200,OK,Thread Group 1-81,text,true,,260,148,100,100,http://localhost:6060/flight/692d9091d708551bd5d85e75,862,0,0
1764643474022,847,getAllFlight,200,OK,Thread Group 1-45,text,true,,1071,127,100,100,http://localhost:6060/flight/all,845,0,0
1764643474464,529,getAllFlight,200,OK,Thread Group 1-36,text,true,,1071,127,100,100,http://localhost:6060/flight/all,516,0,0
1764643473927,1084,getFlightById,200,OK,Thread Group 1-97,text,true,,260,148,100,100,http://localhost:6060/flight/692d9091d708551bd5d85e75,1084,0,0
1764643473365,1647,getFlightById,200,OK,Thread Group 1-47,text,true,,260,148,100,100,http://localhost:6060/flight/692d9091d708551bd5d85e75,1647,0,0
1764643473234,1778,getFlightById,200,OK,Thread Group 1-15,text,true,,260,148,100,100,http://localhost:6060/flight/692d9091d708551bd5d85e75,1778,0,0
1764643473236,1776,getFlightById,200,OK,Thread Group 1-18,text,true,,260,148,100,100,http://localhost:6060/flight/692d9091d708551bd5d85e75,1776,0,0
1764643473833,1188,getFlightById,200,OK,Thread Group 1-86,text,true,,260,148,100,100,http://localhost:6060/flight/692d9091d708551bd5d85e75,1187,0,0
1764643473409,1616,getFlightById,200,OK,Thread Group 1-44,text,true,,260,148,100,100,http://localhost:6060/flight/692d9091d708551bd5d85e75,1616,0,0
1764643473984,1048,getFlightById,200,OK,Thread Group 1-100,text,true,,260,148,100,100,http://localhost:6060/flight/692d9091d708551bd5d85e75,1047,0,0
1764643473829,1209,getFlightById,200,OK,Thread Group 1-76,text,true,,260,148,100,100,http://localhost:6060/flight/692d9091d708551bd5d85e75,1209,0,0
1764643473833,1209,getFlightById,200,OK,Thread Group 1-71,text,true,,260,148,100,100,http://localhost:6060/flight/692d9091d708551bd5d85e75,1209,0,0
1764643474062,1008,getFlightById,200,OK,Thread Group 1-93,text,true,,260,148,100,100,http://localhost:6060/flight/692d9091d708551bd5d85e75,1007,0,0
1764643473313,1757,getFlightById,200,OK,Thread Group 1-12,text,true,,260,148,100,100,http://localhost:6060/flight/692d9091d708551bd5d85e75,1757,0,0
1764643474079,991,getAllFlight,200,OK,Thread Group 1-24,text,true,,1065,127,100,100,http://localhost:6060/flight/all,601,0,0
1764643473306,1764,getFlightById,200,OK,Thread Group 1-3,text,true,,260,148,100,100,http://localhost:6060/flight/692d9091d708551bd5d85e75,1764,0,0
1764643474088,985,getAllFlight,200,OK,Thread Group 1-5,text,true,,1071,127,100,100,http://localhost:6060/flight/all,950,0,0
1764643474106,969,getAllFlight,200,OK,Thread Group 1-9,text,true,,1071,127,100,100,http://localhost:6060/flight/all,911,0,0
1764643473543,1533,getFlightById,200,OK,Thread Group 1-25,text,true,,260,148,100,100,http://localhost:6060/flight/692d9091d708551bd5d85e75,1533,0,0
1764643474253,823,getAllFlight,200,OK,Thread Group 1-20,text,true,,1065,127,100,100,http://localhost:6060/flight/all,814,0,0
1764643473754,1328,getFlightById,200,OK,Thread Group 1-91,text,true,,260,148,100,100,http://localhost:6060/flight/692d9091d708551bd5d85e75,1327,0,0
1764643473543,1539,getFlightById,200,OK,Thread Group 1-72,text,true,,260,148,100,100,http://localhost:6060/flight/692d9091d708551bd5d85e75,1538,0,0
